confidence_score,interaction_type,partner_in_mosaic,partner_symbol,source_db,target_id,updated_at
992,physical,False,IL15RA,STRING,IL2,2026-05-26 12:34:32.854957+00:00
991,physical,False,FOXP3,STRING,IL2,2026-05-26 12:34:32.854957+00:00
991,physical,False,IL9,STRING,IL2,2026-05-26 12:34:32.854957+00:00
990,physical,False,IFNG,STRING,IL2,2026-05-26 12:34:32.854957+00:00
989,physical,False,JAK1,STRING,IL2,2026-05-26 12:34:32.854957+00:00
985,physical,True,CXCL8,STRING,IL2,2026-05-26 12:34:32.854957+00:00
984,physical,False,IL17A,STRING,IL2,2026-05-26 12:34:32.854957+00:00
978,physical,False,IL7R,STRING,IL2,2026-05-26 12:34:32.854957+00:00
975,physical,False,CD4,STRING,IL2,2026-05-26 12:34:32.854957+00:00
971,physical,False,CD8A,STRING,IL2,2026-05-26 12:34:32.854957+00:00
965,physical,False,CD28,STRING,IL2,2026-05-26 12:34:32.854957+00:00
964,physical,False,IL10,STRING,IL2,2026-05-26 12:34:32.854957+00:00
963,physical,True,ACE2,STRING,IL2,2026-05-26 12:34:32.854957+00:00
962,physical,False,CSF3,STRING,IL2,2026-05-26 12:34:32.854957+00:00
958,physical,False,IL15,STRING,IL2,2026-05-26 12:34:32.854957+00:00
957,physical,True,TNF,STRING,IL2,2026-05-26 12:34:32.854957+00:00
956,physical,False,STAT5A,STRING,IL2,2026-05-26 12:34:32.854957+00:00
956,physical,False,STAT5B,STRING,IL2,2026-05-26 12:34:32.854957+00:00
944,physical,False,LOC102723407,STRING,IL2,2026-05-26 12:34:32.854957+00:00
943,physical,True,CTLA4,STRING,IL2,2026-05-26 12:34:32.854957+00:00
939,physical,False,IL21R,STRING,IL2,2026-05-26 12:34:32.854957+00:00
936,physical,False,NFATC2,STRING,IL2,2026-05-26 12:34:32.854957+00:00
934,physical,False,IL13,STRING,IL2,2026-05-26 12:34:32.854957+00:00
932,physical,False,IL4R,STRING,IL2,2026-05-26 12:34:32.854957+00:00
927,physical,False,PIGR,STRING,IL2,2026-05-26 12:34:32.854957+00:00
924,physical,False,CD40LG,STRING,IL2,2026-05-26 12:34:32.854957+00:00
922,physical,False,JCHAIN,STRING,IL2,2026-05-26 12:34:32.854957+00:00
921,physical,False,IGLL5,STRING,IL2,2026-05-26 12:34:32.854957+00:00
913,physical,True,LCK,STRING,IL2,2026-05-26 12:34:32.854957+00:00
912,physical,True,BCL2L1,STRING,IL2,2026-05-26 12:34:32.854957+00:00
906,physical,False,IL12RB1,STRING,IL2,2026-05-26 12:34:32.854957+00:00
906,physical,False,CD69,STRING,IL2,2026-05-26 12:34:32.854957+00:00
903,physical,False,CD80,STRING,IL2,2026-05-26 12:34:32.854957+00:00
901,physical,False,IL23R,STRING,IL2,2026-05-26 12:34:32.854957+00:00
900,physical,False,IL6R,STRING,IL2,2026-05-26 12:34:32.854957+00:00
899,physical,False,PRF1,STRING,IL2,2026-05-26 12:34:32.854957+00:00
898,physical,False,IL3RA,STRING,IL2,2026-05-26 12:34:32.854957+00:00
896,physical,False,JAK2,STRING,IL2,2026-05-26 12:34:32.854957+00:00
999,physical,True,IL2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
999,physical,False,IL6R,STRING,IL6,2026-05-26 12:34:32.854957+00:00
999,physical,False,IL6ST,STRING,IL6,2026-05-26 12:34:32.854957+00:00
998,physical,False,IL3,STRING,IL6,2026-05-26 12:34:32.854957+00:00
997,physical,False,TNFRSF1A,STRING,IL6,2026-05-26 12:34:32.854957+00:00
997,physical,False,IL1R1,STRING,IL6,2026-05-26 12:34:32.854957+00:00
997,physical,False,IL10,STRING,IL6,2026-05-26 12:34:32.854957+00:00
996,physical,False,IL1B,STRING,IL6,2026-05-26 12:34:32.854957+00:00
996,physical,False,JAK1,STRING,IL6,2026-05-26 12:34:32.854957+00:00
995,physical,False,JAK2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
994,physical,False,NFKB1,STRING,IL6,2026-05-26 12:34:32.854957+00:00
994,physical,True,TNF,STRING,IL6,2026-05-26 12:34:32.854957+00:00
991,physical,True,CXCL8,STRING,IL6,2026-05-26 12:34:32.854957+00:00
990,physical,False,IL9,STRING,IL6,2026-05-26 12:34:32.854957+00:00
989,physical,False,IL1A,STRING,IL6,2026-05-26 12:34:32.854957+00:00
989,physical,True,JUN,STRING,IL6,2026-05-26 12:34:32.854957+00:00
988,physical,False,CSF3,STRING,IL6,2026-05-26 12:34:32.854957+00:00
986,physical,False,IL4,STRING,IL6,2026-05-26 12:34:32.854957+00:00
986,physical,False,RELA,STRING,IL6,2026-05-26 12:34:32.854957+00:00
986,physical,False,TYK2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
985,physical,False,CCL2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
984,physical,False,STAT3,STRING,IL6,2026-05-26 12:34:32.854957+00:00
983,physical,False,IFNG,STRING,IL6,2026-05-26 12:34:32.854957+00:00
983,physical,False,IL7,STRING,IL6,2026-05-26 12:34:32.854957+00:00
982,physical,False,CXCL1,STRING,IL6,2026-05-26 12:34:32.854957+00:00
980,physical,False,IL17A,STRING,IL6,2026-05-26 12:34:32.854957+00:00
979,physical,True,EGFR,STRING,IL6,2026-05-26 12:34:32.854957+00:00
977,physical,False,IL5,STRING,IL6,2026-05-26 12:34:32.854957+00:00
974,physical,False,CSF2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
973,physical,False,TLR4,STRING,IL6,2026-05-26 12:34:32.854957+00:00
972,physical,False,STAT1,STRING,IL6,2026-05-26 12:34:32.854957+00:00
970,physical,False,IL18,STRING,IL6,2026-05-26 12:34:32.854957+00:00
968,physical,False,CRP,STRING,IL6,2026-05-26 12:34:32.854957+00:00
966,physical,False,CD4,STRING,IL6,2026-05-26 12:34:32.854957+00:00
966,physical,False,CXCL2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
964,physical,False,CD163,STRING,IL6,2026-05-26 12:34:32.854957+00:00
963,physical,False,OSM,STRING,IL6,2026-05-26 12:34:32.854957+00:00
962,physical,False,CCL3,STRING,IL6,2026-05-26 12:34:32.854957+00:00
960,physical,False,TGFB1,STRING,IL6,2026-05-26 12:34:32.854957+00:00
960,physical,False,CXCL10,STRING,IL6,2026-05-26 12:34:32.854957+00:00
960,physical,True,PTGS2,STRING,IL6,2026-05-26 12:34:32.854957+00:00
959,physical,False,IL11,STRING,IL6,2026-05-26 12:34:32.854957+00:00
959,physical,False,MMP9,STRING,IL6,2026-05-26 12:34:32.854957+00:00
957,physical,False,IL13,STRING,IL6,2026-05-26 12:34:32.854957+00:00
956,physical,False,IL10RA,STRING,IL6,2026-05-26 12:34:32.854957+00:00
956,physical,False,LIFR,STRING,IL6,2026-05-26 12:34:32.854957+00:00
953,physical,False,IL2RA,STRING,IL6,2026-05-26 12:34:32.854957+00:00
950,physical,False,A2M,STRING,IL6,2026-05-26 12:34:32.854957+00:00
950,physical,False,CCL5,STRING,IL6,2026-05-26 12:34:32.854957+00:00
949,physical,False,MYD88,STRING,IL6,2026-05-26 12:34:32.854957+00:00
999,physical,False,IDE,STRING,INS,2026-05-26 12:34:32.854957+00:00
999,physical,False,ALB,STRING,INS,2026-05-26 12:34:32.854957+00:00
999,physical,True,INSR,STRING,INS,2026-05-26 12:34:32.854957+00:00
999,physical,False,IRS1,STRING,INS,2026-05-26 12:34:32.854957+00:00
999,physical,False,IGF1,STRING,INS,2026-05-26 12:34:32.854957+00:00
999,physical,False,IGF1R,STRING,INS,2026-05-26 12:34:32.854957+00:00
998,physical,False,IRS2,STRING,INS,2026-05-26 12:34:32.854957+00:00
998,physical,False,GCG,STRING,INS,2026-05-26 12:34:32.854957+00:00
996,physical,True,NTRK1,STRING,INS,2026-05-26 12:34:32.854957+00:00
995,physical,False,EGF,STRING,INS,2026-05-26 12:34:32.854957+00:00
995,physical,False,IGFBP3,STRING,INS,2026-05-26 12:34:32.854957+00:00
994,physical,False,IGFBP1,STRING,INS,2026-05-26 12:34:32.854957+00:00
992,physical,True,EGFR,STRING,INS,2026-05-26 12:34:32.854957+00:00
992,physical,False,IGFBP7,STRING,INS,2026-05-26 12:34:32.854957+00:00
990,physical,False,HSPB3,STRING,INS,2026-05-26 12:34:32.854957+00:00
989,physical,False,IGF2R,STRING,INS,2026-05-26 12:34:32.854957+00:00
985,physical,False,LEP,STRING,INS,2026-05-26 12:34:32.854957+00:00
984,physical,False,IAPP,STRING,INS,2026-05-26 12:34:32.854957+00:00
984,physical,False,MB,STRING,INS,2026-05-26 12:34:32.854957+00:00
983,physical,False,GHRL,STRING,INS,2026-05-26 12:34:32.854957+00:00
982,physical,False,IGFBP2,STRING,INS,2026-05-26 12:34:32.854957+00:00
981,physical,False,IGF2,STRING,INS,2026-05-26 12:34:32.854957+00:00
977,physical,False,SLC2A4,STRING,INS,2026-05-26 12:34:32.854957+00:00
975,physical,True,PDGFRB,STRING,INS,2026-05-26 12:34:32.854957+00:00
967,physical,False,HLA-DQB1,STRING,INS,2026-05-26 12:34:32.854957+00:00
966,physical,False,PDX1,STRING,INS,2026-05-26 12:34:32.854957+00:00
965,physical,True,ERBB2,STRING,INS,2026-05-26 12:34:32.854957+00:00
965,physical,True,FGFR1,STRING,INS,2026-05-26 12:34:32.854957+00:00
964,physical,False,INSRR,STRING,INS,2026-05-26 12:34:32.854957+00:00
962,physical,False,PRL,STRING,INS,2026-05-26 12:34:32.854957+00:00
961,physical,True,ADIPOQ,STRING,INS,2026-05-26 12:34:32.854957+00:00
958,physical,True,KIT,STRING,INS,2026-05-26 12:34:32.854957+00:00
956,physical,True,CACNA1C,STRING,INS,2026-05-26 12:34:32.854957+00:00
956,physical,False,TGFA,STRING,INS,2026-05-26 12:34:32.854957+00:00
955,physical,False,IRS4,STRING,INS,2026-05-26 12:34:32.854957+00:00
953,physical,False,SST,STRING,INS,2026-05-26 12:34:32.854957+00:00
953,physical,True,AKT1,STRING,INS,2026-05-26 12:34:32.854957+00:00
952,physical,False,CYCS,STRING,INS,2026-05-26 12:34:32.854957+00:00
952,physical,False,PPY,STRING,INS,2026-05-26 12:34:32.854957+00:00
949,physical,True,PDGFRA,STRING,INS,2026-05-26 12:34:32.854957+00:00
947,physical,False,POMC,STRING,INS,2026-05-26 12:34:32.854957+00:00
946,physical,True,FGFR4,STRING,INS,2026-05-26 12:34:32.854957+00:00
945,physical,False,GCK,STRING,INS,2026-05-26 12:34:32.854957+00:00
945,physical,False,GRB10,STRING,INS,2026-05-26 12:34:32.854957+00:00
944,physical,True,PPARG,STRING,INS,2026-05-26 12:34:32.854957+00:00
944,physical,False,FOXO1,STRING,INS,2026-05-26 12:34:32.854957+00:00
943,physical,False,CPE,STRING,INS,2026-05-26 12:34:32.854957+00:00
942,physical,False,SLC2A2,STRING,INS,2026-05-26 12:34:32.854957+00:00
936,physical,False,MAFA,STRING,INS,2026-05-26 12:34:32.854957+00:00
936,physical,False,PDGFB,STRING,INS,2026-05-26 12:34:32.854957+00:00
999,physical,False,IRS1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
999,physical,False,IRS2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
999,physical,False,PTPN1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
999,physical,True,INS,STRING,INSR,2026-05-26 12:34:32.854957+00:00
999,physical,False,IGF1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
997,physical,False,IGF1R,STRING,INSR,2026-05-26 12:34:32.854957+00:00
996,physical,False,GRB14,STRING,INSR,2026-05-26 12:34:32.854957+00:00
995,physical,False,SH2B2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
994,physical,False,SHC1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
991,physical,False,IGF2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
988,physical,False,PIK3R1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
985,physical,False,GRB2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
984,physical,False,INSRR,STRING,INSR,2026-05-26 12:34:32.854957+00:00
983,physical,False,GRB10,STRING,INSR,2026-05-26 12:34:32.854957+00:00
983,physical,False,IRS4,STRING,INSR,2026-05-26 12:34:32.854957+00:00
982,physical,False,SOCS3,STRING,INSR,2026-05-26 12:34:32.854957+00:00
980,physical,True,PTPN11,STRING,INSR,2026-05-26 12:34:32.854957+00:00
970,physical,False,SOCS1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
968,physical,False,EGF,STRING,INSR,2026-05-26 12:34:32.854957+00:00
956,physical,False,TXNDC9,STRING,INSR,2026-05-26 12:34:32.854957+00:00
948,physical,False,PTPRF,STRING,INSR,2026-05-26 12:34:32.854957+00:00
947,physical,True,PIK3CA,STRING,INSR,2026-05-26 12:34:32.854957+00:00
944,physical,False,PIK3CB,STRING,INSR,2026-05-26 12:34:32.854957+00:00
943,physical,False,GAB1,STRING,INSR,2026-05-26 12:34:32.854957+00:00
938,physical,False,INS-IGF2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
931,physical,False,PRKCE,STRING,INSR,2026-05-26 12:34:32.854957+00:00
929,physical,False,CBL,STRING,INSR,2026-05-26 12:34:32.854957+00:00
927,physical,False,PIK3CD,STRING,INSR,2026-05-26 12:34:32.854957+00:00
919,physical,False,CBLB,STRING,INSR,2026-05-26 12:34:32.854957+00:00
918,physical,False,SOCS2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
917,physical,False,SOCS4,STRING,INSR,2026-05-26 12:34:32.854957+00:00
916,physical,False,KITLG,STRING,INSR,2026-05-26 12:34:32.854957+00:00
914,physical,False,SHC2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
914,physical,False,SHC3,STRING,INSR,2026-05-26 12:34:32.854957+00:00
911,physical,False,KL,STRING,INSR,2026-05-26 12:34:32.854957+00:00
911,physical,False,PRKCB,STRING,INSR,2026-05-26 12:34:32.854957+00:00
907,physical,False,OGT,STRING,INSR,2026-05-26 12:34:32.854957+00:00
905,physical,False,GAB2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
904,physical,False,SHC4,STRING,INSR,2026-05-26 12:34:32.854957+00:00
880,physical,False,PIK3R3,STRING,INSR,2026-05-26 12:34:32.854957+00:00
853,physical,True,ERBB2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
841,physical,False,IRS4-2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
826,physical,False,FGF9,STRING,INSR,2026-05-26 12:34:32.854957+00:00
821,physical,False,FGF7,STRING,INSR,2026-05-26 12:34:32.854957+00:00
815,physical,False,FGF20,STRING,INSR,2026-05-26 12:34:32.854957+00:00
814,physical,False,FGF22,STRING,INSR,2026-05-26 12:34:32.854957+00:00
814,physical,False,FGF10,STRING,INSR,2026-05-26 12:34:32.854957+00:00
814,physical,False,FGF16,STRING,INSR,2026-05-26 12:34:32.854957+00:00
813,physical,False,SLC2A4,STRING,INSR,2026-05-26 12:34:32.854957+00:00
811,physical,False,PIK3R2,STRING,INSR,2026-05-26 12:34:32.854957+00:00
999,physical,False,VTN,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
999,physical,False,VWF,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
999,physical,False,FN1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
999,physical,True,ITGB3,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
986,physical,False,ITGB2,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
985,physical,False,FLNA,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
983,physical,False,CIB1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
980,physical,False,GP9,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
967,physical,False,GP1BA,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
966,physical,False,TLN1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
965,physical,False,SELP,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
963,physical,False,FERMT3,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
961,physical,False,TLN2,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
961,physical,False,ITGB1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
959,physical,True,SRC,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
957,physical,False,GNA13,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
952,physical,False,CD36,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
948,physical,False,ITGAV,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
940,physical,False,THBS1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
940,physical,False,GP6,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
938,physical,False,ICAM1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
937,physical,False,ACTB,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
934,physical,False,CD40LG,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
928,physical,True,FGA,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
925,physical,True,FGB,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
921,physical,False,PTK2,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
917,physical,True,FGG,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
917,physical,False,GATA1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
916,physical,False,ITGAM,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
916,physical,False,THBS2,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
905,physical,False,THBS4,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
904,physical,False,THBS3,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
904,physical,False,ACTG1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
902,physical,False,COMP,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
882,physical,True,PECAM1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
880,physical,False,MPL,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
860,physical,False,COL2A1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
859,physical,False,CD34,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
833,physical,False,RNF181,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
832,physical,False,TREML1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
830,physical,False,GP1BB,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
827,physical,False,ITGB4,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
814,physical,False,CD9,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
809,physical,False,VASP,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
802,physical,False,ITGA2,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
801,physical,False,LAMA1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
800,physical,False,GFI1B,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
789,physical,False,PF4,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
786,physical,False,RUNX1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
781,physical,False,GTPBP1,STRING,ITGA2B,2026-05-26 12:34:32.854957+00:00
999,physical,False,VTN,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
999,physical,False,ITGAV,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
999,physical,True,ITGA2B,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
999,physical,False,ITGA5,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
999,physical,False,TLN1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
999,physical,False,FN1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
998,physical,False,VWF,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
998,physical,True,SRC,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
996,physical,False,TLN2,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
994,physical,False,FLNA,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
994,physical,False,SPP1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
994,physical,False,GNA13,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
992,physical,False,FERMT3,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
990,physical,False,PTK2,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
989,physical,False,ITGA4,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
987,physical,False,ITGB1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
984,physical,False,THBS1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
984,physical,False,ITGA2,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
982,physical,False,ITGA1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
980,physical,True,FGG,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
979,physical,True,KDR,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
979,physical,False,ITGA3,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
978,physical,True,FGA,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
973,physical,False,ITGB2,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
972,physical,False,SHC1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
970,physical,False,ITGA11,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
969,physical,False,ITGA10,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
962,physical,False,IL32,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
961,physical,False,IGF1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
954,physical,False,ITGB5,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
954,physical,False,ITGAL,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
952,physical,True,FGB,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
949,physical,False,ACTB,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
947,physical,False,ITGB8,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
945,physical,False,COMP,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
945,physical,False,ITGB7,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
935,physical,False,ITGB6,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
933,physical,False,THBS2,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
932,physical,False,COL1A1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
932,physical,False,SDC1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
932,physical,False,IGF1R,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
931,physical,False,PXN,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
928,physical,False,SELP,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
923,physical,False,IBSP,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
923,physical,False,THBS4,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
921,physical,False,THBS3,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
915,physical,False,ITGA6,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
914,physical,False,TNC,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
913,physical,False,TNXB,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
913,physical,False,ACTG1,STRING,ITGB3,2026-05-26 12:34:32.854957+00:00
999,physical,False,FOSB,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,JUND,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,EP300,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,ATF2,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,FOSL2,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,JUNB,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,FOS,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,FOSL1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,ATF3,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,MAPK9,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,MAPK8,STRING,JUN,2026-05-26 12:34:32.854957+00:00
999,physical,False,ESR1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
998,physical,True,MAPK1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
998,physical,False,COPS5,STRING,JUN,2026-05-26 12:34:32.854957+00:00
998,physical,False,IRF3,STRING,JUN,2026-05-26 12:34:32.854957+00:00
998,physical,False,NFATC2,STRING,JUN,2026-05-26 12:34:32.854957+00:00
998,physical,False,CREB1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
997,physical,True,TP53,STRING,JUN,2026-05-26 12:34:32.854957+00:00
997,physical,False,BATF,STRING,JUN,2026-05-26 12:34:32.854957+00:00
997,physical,False,SMAD3,STRING,JUN,2026-05-26 12:34:32.854957+00:00
997,physical,False,FBXW7,STRING,JUN,2026-05-26 12:34:32.854957+00:00
996,physical,False,SP1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
995,physical,False,STAT3,STRING,JUN,2026-05-26 12:34:32.854957+00:00
994,physical,False,NFKB1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
994,physical,False,CREBBP,STRING,JUN,2026-05-26 12:34:32.854957+00:00
993,physical,False,SPI1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
993,physical,False,MAF,STRING,JUN,2026-05-26 12:34:32.854957+00:00
992,physical,True,MAPK14,STRING,JUN,2026-05-26 12:34:32.854957+00:00
992,physical,False,MAPK8IP1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
991,physical,False,MAFB,STRING,JUN,2026-05-26 12:34:32.854957+00:00
991,physical,True,AKT1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
990,physical,False,EGR1,STRING,JUN,2026-05-26 12:34:32.854957+00:00
989,physical,False,SMAD4,STRING,JUN,2026-05-26 12:34:32.854957+00:00
989,physical,False,IRF7,STRING,JUN,2026-05-26 12:34:32.854957+00:00
989,physical,True,TNF,STRING,JUN,2026-05-26 12:34:32.854957+00:00
989,physical,True,IL6,STRING,JUN,2026-05-26 12:34:32.854957+00:00
987,physical,False,MAPK3,STRING,JUN,2026-05-26 12:34:32.854957+00:00
987,physical,False,IL1B,STRING,JUN,2026-05-26 12:34:32.854957+00:00
987,physical,True,CXCL8,STRING,JUN,2026-05-26 12:34:32.854957+00:00
986,physical,False,RELA,STRING,JUN,2026-05-26 12:34:32.854957+00:00
980,physical,False,CCL2,STRING,JUN,2026-05-26 12:34:32.854957+00:00
979,physical,False,BATF3,STRING,JUN,2026-05-26 12:34:32.854957+00:00
979,physical,True,PPARA,STRING,JUN,2026-05-26 12:34:32.854957+00:00
975,physical,False,GDNF,STRING,JUN,2026-05-26 12:34:32.854957+00:00
974,physical,False,ATF7,STRING,JUN,2026-05-26 12:34:32.854957+00:00
974,physical,True,SRC,STRING,JUN,2026-05-26 12:34:32.854957+00:00
971,physical,False,MAPK12,STRING,JUN,2026-05-26 12:34:32.854957+00:00
971,physical,True,MAPK11,STRING,JUN,2026-05-26 12:34:32.854957+00:00
971,physical,False,CREB5,STRING,JUN,2026-05-26 12:34:32.854957+00:00
970,physical,True,MYC,STRING,JUN,2026-05-26 12:34:32.854957+00:00
986,physical,False,KCNAB1,STRING,KCNA5,2026-05-26 12:34:32.854957+00:00
982,physical,False,KCNA2,STRING,KCNA5,2026-05-26 12:34:32.854957+00:00
974,physical,False,KCNAB2,STRING,KCNA5,2026-05-26 12:34:32.854957+00:00
