dependency_fraction,mean_gene_effect,n_models,source,target_id,updated_at
0.0008278145695364238,0.0003142794108999435,1208,DepMap,LCK,2026-05-26 11:14:34.585491+00:00
0.0,0.1701751959681773,1208,DepMap,LPL,2026-05-26 11:14:34.585491+00:00
0.0041390728476821195,-0.07827732504382058,1208,DepMap,LRRK2,2026-05-26 11:14:34.585491+00:00
0.06705298013245033,-0.2715030326259355,1208,DepMap,LTBP3,2026-05-26 11:14:34.585491+00:00
0.0,0.07633884369882138,1208,DepMap,MAGEA4,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,0.14214331495285917,1208,DepMap,MAOA,2026-05-26 11:14:34.585491+00:00
0.0,0.05182926432878345,1208,DepMap,MAOB,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.0722046823121838,1208,DepMap,MAP2,2026-05-26 11:14:34.585491+00:00
0.04718543046357616,-0.163860740852523,1208,DepMap,MAP2K1,2026-05-26 11:14:34.585491+00:00
0.03145695364238411,-0.18717143011024862,1208,DepMap,MAP2K2,2026-05-26 11:14:34.585491+00:00
0.0173841059602649,-0.07488043180386024,1208,DepMap,MAP3K20,2026-05-26 11:14:34.585491+00:00
0.11341059602649006,-0.2021986049348514,1208,DepMap,MAPK1,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.07067065535713243,1208,DepMap,MAPK11,2026-05-26 11:14:34.585491+00:00
0.0902317880794702,-0.18234846189940215,1208,DepMap,MAPK14,2026-05-26 11:14:34.585491+00:00
0.0041390728476821195,-0.07237707992211605,1208,DepMap,MAPT,2026-05-26 11:14:34.585491+00:00
0.0,0.07774690403343872,1208,DepMap,MAS1,2026-05-26 11:14:34.585491+00:00
0.6365894039735099,-0.7743100778900187,1208,DepMap,MCL1,2026-05-26 11:14:34.585491+00:00
0.3841059602649007,-0.6467857232535293,1208,DepMap,MDM2,2026-05-26 11:14:34.585491+00:00
0.024006622516556293,-0.03732416901379172,1208,DepMap,MET,2026-05-26 11:14:34.585491+00:00
0.037251655629139076,-0.16786305219554754,1208,DepMap,MGA,2026-05-26 11:14:34.585491+00:00
0.6945364238410596,-0.7119063743725375,1208,DepMap,MLST8,2026-05-26 11:14:34.585491+00:00
0.0041390728476821195,-0.08740728820749721,1208,DepMap,MOS,2026-05-26 11:14:34.585491+00:00
0.9826158940397351,-1.2587328143255367,1208,DepMap,MTOR,2026-05-26 11:14:34.585491+00:00
0.0,-0.021487883059374515,1208,DepMap,MUC16,2026-05-26 11:14:34.585491+00:00
0.9519867549668874,-1.9870943284184752,1208,DepMap,MYC,2026-05-26 11:14:34.585491+00:00
0.004966887417218543,-0.1142877635885254,1208,DepMap,NECTIN4,2026-05-26 11:14:34.585491+00:00
0.12251655629139073,-0.25987020998085847,1208,DepMap,NFE2L2,2026-05-26 11:14:34.585491+00:00
0.0024834437086092716,0.05168631087067923,1208,DepMap,NLRP3,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,-0.09059961738579833,1208,DepMap,NOS1,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.0014613289925928014,1208,DepMap,NOS2,2026-05-26 11:14:34.585491+00:00
0.004966887417218543,0.02365872354675939,1208,DepMap,NPY1R,2026-05-26 11:14:34.585491+00:00
0.0,0.1593882567225777,1208,DepMap,NPY2R,2026-05-26 11:14:34.585491+00:00
0.0074503311258278145,-0.09040777082403773,1208,DepMap,NR1H4,2026-05-26 11:14:34.585491+00:00
0.009105960264900662,-0.007505221618153085,1208,DepMap,NR3C1,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,-0.027807636201625175,1208,DepMap,NTPCR,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,-0.0009958085907895028,1208,DepMap,NTRK1,2026-05-26 11:14:34.585491+00:00
0.0,0.11010394087449275,1208,DepMap,NTRK2,2026-05-26 11:14:34.585491+00:00
0.0,0.027566914789549736,1208,DepMap,NTRK3,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,-0.03217375902899652,1208,DepMap,NUMBL,2026-05-26 11:14:34.585491+00:00
0.027317880794701987,-0.18266257907983974,1208,DepMap,OLA1,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,0.08197944968473897,1208,DepMap,OPRD1,2026-05-26 11:14:34.585491+00:00
0.0,0.06553692371847362,1208,DepMap,OPRK1,2026-05-26 11:14:34.585491+00:00
0.0,0.0681986278650977,1208,DepMap,OPRM1,2026-05-26 11:14:34.585491+00:00
0.004966887417218543,-0.07259272552012538,1208,DepMap,PARK7,2026-05-26 11:14:34.585491+00:00
0.041390728476821195,-0.20928503891988262,1208,DepMap,PARP1,2026-05-26 11:14:34.585491+00:00
