confidence,context_type,mention_count,paper_id,target_id
1.0,,,32420559,AGTR2
1.0,,,36528072,AGTR2
1.0,,,33422700,AGTR2
1.0,,,36359814,AGTR2
1.0,,,34828323,AGTR2
1.0,,,40907688,AGTR2
1.0,,,38734719,AGTR2
1.0,,,35331159,AGTR2
1.0,,,34047808,AGTR2
1.0,,,36235040,AGTR2
1.0,,,34175388,AGTR2
1.0,,,32775424,AGTR2
1.0,,,36847075,AGTR2
1.0,,,35126818,AGTR2
1.0,,,34458283,AGTR2
1.0,,,33310030,AGTR2
1.0,,,31687754,AGTR2
1.0,,,34602061,AGTR2
1.0,,,34451921,AGTR2
1.0,,,32383373,AGTR2
1.0,,,35372645,AGTR2
1.0,,,40809316,AGTR2
1.0,,,34065198,AGTR2
1.0,,,32502492,AGTR2
1.0,,,40710492,AGTR2
1.0,,,38951961,ADRB1
1.0,,,40001594,ADRB1
1.0,,,37869877,ADRB1
1.0,,,36864439,ADRB1
1.0,,,34470728,ADRB1
1.0,,,39190310,ADRB1
1.0,,,39445009,ADRB1
1.0,,,39114924,ADRB1
1.0,,,32101812,ADRB1
1.0,,,32726152,ADRB1
1.0,,,40087664,ADRB1
1.0,,,39991834,ADRB1
1.0,,,32586526,ADRB1
1.0,,,35258481,ADRB1
1.0,,,38450887,ADRB1
1.0,,,41290608,ADRB1
1.0,,,40121310,ADRB1
1.0,,,34417673,ADRB1
1.0,,,40364562,ADRB1
1.0,,,40406147,ADRB1
1.0,,,35614155,ADRB1
1.0,,,41347690,ADRB1
1.0,,,41365977,ADRB1
1.0,,,35099166,ADRB1
1.0,,,35113855,ADRB1
1.0,,,39826584,ADRB1
1.0,,,33372534,ADRB1
1.0,,,39359016,ADRB1
1.0,,,41147667,ADRB1
1.0,,,31867674,ADRB1
1.0,,,39232198,ADRB1
1.0,,,40966289,ADRB1
1.0,,,40957459,ADRB1
1.0,,,36329971,ADRB1
1.0,,,36596415,ADRB1
1.0,,,40211826,ADRB1
1.0,,,35079095,ADRB1
1.0,,,41463309,ADRB1
1.0,,,38326723,ADRB1
1.0,,,38746306,ADRB1
1.0,,,40631881,ADRB1
1.0,,,37404751,ADRB1
1.0,,,40335923,ADRB1
1.0,,,37857642,ADRB1
1.0,,,35955642,ADRB1
1.0,,,40319835,ADRB1
1.0,,,33556394,ADRB1
1.0,,,41491200,ADRB1
1.0,,,40963743,ADRB1
1.0,,,40997481,ADRB1
1.0,,,37445625,ADRB1
1.0,,,37753361,ADRB1
1.0,,,37367046,ADRB1
1.0,,,34121327,ADRB1
1.0,,,39598366,ADRB1
1.0,,,41636425,ADRB1
1.0,,,38298191,ADRB1
1.0,,,39206632,ADRB1
1.0,,,41460109,ADRB1
1.0,,,38917653,ADRB1
1.0,,,38007760,ADRB1
1.0,,,35099408,ADRB1
1.0,,,38116083,ADRB1
